Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.48014e-008,162.777,325.554,55.8578,34.3155,0.117755,503345,100,100
