Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.63476e-008,147.381,294.762,31.4076,21.3104,0.0454135,398932,100,100
