Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.67309e-008,144.005,288.01,44.8754,31.1623,0.0971091,377878,100,100
