-732.55	3916.39	602.912	4473.97
-732.55	3916.39	603.948	4478.8
-732.55	3916.39	604.983	4713.88
-732.55	3916.39	606.018	4579.5
-732.55	3916.39	607.053	4633.49
-732.55	3916.39	608.088	4455.55
-732.55	3916.39	609.122	4666.63
-732.55	3916.39	610.156	4587.73
-732.55	3916.39	611.191	4617.59
-732.55	3916.39	612.224	4594.27
-732.55	3916.39	613.258	4462.1
-732.55	3916.39	614.292	4695.15
-732.55	3916.39	615.325	4671.82
-732.55	3916.39	616.358	4713.83
-732.55	3916.39	617.391	4707.44
-732.55	3916.39	618.424	4618.75
-732.55	3916.39	619.456	4624.45
-732.55	3916.39	620.489	4664.05
-732.55	3916.39	621.521	4664.91
-732.55	3916.39	622.553	4910.45
-732.55	3916.39	623.585	4879.86
-732.55	3916.39	624.616	4861.38
-732.55	3916.39	625.648	4944.69
-732.55	3916.39	626.679	4860.76
-732.55	3916.39	627.71	4641.01
-732.55	3916.39	628.741	4612.76
-732.55	3916.39	629.771	4599.06
-732.55	3916.39	630.802	4621.75
-732.55	3916.39	631.832	4787.61
-732.55	3916.39	632.862	4601.62
-732.55	3916.39	633.892	4527.22
-732.55	3916.39	634.922	4676.16
-732.55	3916.39	635.951	4565.32
-732.55	3916.39	636.981	4622.03
-732.55	3916.39	638.01	4664.18
-732.55	3916.39	639.039	4533.84
-732.55	3916.39	640.067	4678.06
-732.55	3916.39	641.096	4703.23
-732.55	3916.39	642.124	4723.55
-732.55	3916.39	643.152	4680.66
-732.55	3916.39	644.18	4773.94
-732.55	3916.39	645.208	4984.01
-732.55	3916.39	646.236	4994.66
-732.55	3916.39	647.263	4854.46
-732.55	3916.39	648.29	4899.16
-732.55	3916.39	649.317	4741.84
-732.55	3916.39	650.344	4608.81
-732.55	3916.39	651.371	4685.16
-732.55	3916.39	652.397	4681.15
-732.55	3916.39	653.424	4725.86
-732.55	3916.39	654.45	4785.21
-732.55	3916.39	655.476	4642.32
-732.55	3916.39	656.501	4562.75
-732.55	3916.39	657.527	4704.98
-732.55	3916.39	658.552	4757.06
-732.55	3916.39	659.577	4667.7
-732.55	3916.39	660.602	4661.25
-732.55	3916.39	661.627	4749.94
-732.55	3916.39	662.652	4748.37
-732.55	3916.39	663.676	4651.63
-732.55	3916.39	664.7	4686.66
-732.55	3916.39	665.724	4694.85
-732.55	3916.39	666.748	4620.02
-732.55	3916.39	667.771	4691.7
-732.55	3916.39	668.795	4734.1
-732.55	3916.39	669.818	4720.31
-732.55	3916.39	670.841	4611.22
-732.55	3916.39	671.864	4541.19
-732.55	3916.39	672.887	4529.81
-732.55	3916.39	673.909	4662.67
-732.55	3916.39	674.931	4683.1
-732.55	3916.39	675.954	4610.58
-732.55	3916.39	676.976	4782.68
-732.55	3916.39	677.997	4538.88
-732.55	3916.39	679.019	4527.48
-732.55	3916.39	680.04	4648.26
-732.55	3916.39	681.061	4575.67
-732.55	3916.39	682.082	4627.94
-732.55	3916.39	683.103	4560.22
-732.55	3916.39	684.124	4583.1
-732.55	3916.39	685.144	4637.85
-732.55	3916.39	686.164	4570.09
-732.55	3916.39	687.184	4568.48
-732.55	3916.39	688.204	4461.47
-732.55	3916.39	689.224	4450.03
-732.55	3916.39	690.243	4480.28
-732.55	3916.39	691.263	4544.87
-732.55	3916.39	692.282	4540.81
-732.55	3916.39	693.301	4580.9
-732.55	3916.39	694.319	4635.74
-732.55	3916.39	695.338	4526.14
-732.55	3916.39	696.356	4657.08
-732.55	3916.39	697.374	4719.33
-732.55	3916.39	698.392	4614.6
-732.55	3916.39	699.41	4669.49
-732.55	3916.39	700.428	4650.69
-732.55	3916.39	701.445	4695.78
-732.55	3916.39	702.462	4605.71
-732.55	3916.39	703.479	4660.64
-732.55	3916.39	704.496	4612.32
-732.55	3916.39	705.513	4576.29
-732.55	3916.39	706.529	4773.89
-732.55	3916.39	707.546	4730.49
-732.55	3916.39	708.562	4669.85
-732.55	3916.39	709.578	4651.03
-732.55	3916.39	710.593	4738.03
-732.55	3916.39	711.609	4864.45
-732.55	3916.39	712.624	4870.27
-732.55	3916.39	713.639	4814.53
-732.55	3916.39	714.654	4756.3
-732.55	3916.39	715.669	4949.33
-732.55	3916.39	716.684	4950.24
-732.55	3916.39	717.698	5007.84
-732.55	3916.39	718.712	4823.89
-732.55	3916.39	719.726	4985.03
-732.55	3916.39	720.74	5037.73
-732.55	3916.39	721.754	4833.95
-732.55	3916.39	722.767	5172.78
-732.55	3916.39	723.781	5099.72
-732.55	3916.39	724.794	4861.29
-732.55	3916.39	725.807	4854.78
-732.55	3916.39	726.819	5063.04
-732.55	3916.39	727.832	5024.46
-732.55	3916.39	728.844	4953.77
-732.55	3916.39	729.856	5013.96
-732.55	3916.39	730.868	4846.9
-732.55	3916.39	731.88	4973.8
-732.55	3916.39	732.892	4880.81
-732.55	3916.39	733.903	4918.78
-732.55	3916.39	734.914	5070.49
-732.55	3916.39	735.926	4903.28
-732.55	3916.39	736.936	4963.54
-732.55	3916.39	737.947	4764.09
-732.55	3916.39	738.958	4962.89
-732.55	3916.39	739.968	5015.76
-732.55	3916.39	740.978	4915.21
-732.55	3916.39	741.988	4938.39
-732.55	3916.39	742.998	5100.23
-732.55	3916.39	744.007	4937.73
-732.55	3916.39	745.017	4968.36
-732.55	3916.39	746.026	5083.22
-732.55	3916.39	747.035	4942.93
-732.55	3916.39	748.044	5109.87
-732.55	3916.39	749.052	5031.5
-732.55	3916.39	750.061	5010.11
-732.55	3916.39	751.069	4986.23
-732.55	3916.39	752.077	4942.51
-732.55	3916.39	753.085	4888.85
-732.55	3916.39	754.093	4974.1
-732.55	3916.39	755.1	5027.12
-732.55	3916.39	756.108	4898.99
-732.55	3916.39	757.115	5068.68
-732.55	3916.39	758.122	5062.16
-732.55	3916.39	759.129	5085.44
-732.55	3916.39	760.135	5113.69
-732.55	3916.39	761.142	5129.53
-732.55	3916.39	762.148	5123.02
-732.55	3916.39	763.154	5032.01
-732.55	3916.39	764.16	5134.84
-732.55	3916.39	765.166	4926.97
-732.55	3916.39	766.171	4945.28
-732.55	3916.39	767.176	4995.92
-732.55	3916.39	768.182	4989.37
-732.55	3916.39	769.186	4920.63
-732.55	3916.39	770.191	4812.06
-732.55	3916.39	771.196	4785.56
-732.55	3916.39	772.2	4803.86
-732.55	3916.39	773.204	4702.68
-732.55	3916.39	774.208	4723.46
-732.55	3916.39	775.212	4604.78
-732.55	3916.39	776.216	4710.24
-732.55	3916.39	777.219	4621.42
-732.55	3916.39	778.223	4677.08
-732.55	3916.39	779.226	4568.28
-732.55	3916.39	780.229	4604.02
-732.55	3916.39	781.232	4774.4
-732.55	3916.39	782.234	4760.31
-732.55	3916.39	783.237	4653.94
-732.55	3916.39	784.239	4672.25
-732.55	3916.39	785.241	4613.23
-732.55	3916.39	786.243	4741.34
-732.55	3916.39	787.244	4629.89
-732.55	3916.39	788.246	4638.23
-732.55	3916.39	789.247	4574.16
