Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.68211e-008,143.233,286.466,27.385,19.1192,0.0365545,373154,100,100
