Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.63447e-008,147.407,294.815,34.076,23.1169,0.0534391,399098,100,100
