Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.72662e-008,139.541,279.081,29.9496,21.463,0.0460661,351034,100,100
