Item,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),%Intensity,%Mass
Peak 1,1.49315e-008,161.359,322.718,26.1828,16.2264,0.0263297,493142,100,100
